isogroup18440	GO:0061053;GO:0005856;GO:0005730;GO:0006915;GO:0046872;GO:0022008;GO:0035264;GO:0004842;GO:0042787;GO:0044822;GO:0070735;GO:0070739;GO:0005515;GO:0048568;GO:0001701;GO:0035736
isogroup20123	GO:0030141;GO:0047498;GO:0005739;GO:0035019;GO:0046474;GO:0050680;GO:0046470;GO:0043167;GO:0048471;GO:0046473;GO:0005576
isogroup9589	GO:0006952;GO:0016021;GO:0005488;GO:0044699;GO:0038024;GO:0005886
isogroup9138	GO:1901363;GO:0042737;GO:0016020;GO:0008202;GO:0043231;GO:0044711;GO:0042493;GO:0009404;GO:0019369;GO:0046483;GO:0055114;GO:0016712;GO:0097159;GO:0065007;GO:1901564;GO:0044444;GO:0044249
isogroup964	GO:0007411;GO:0071526;GO:0033623;GO:0032855;GO:0030316;GO:0007155;GO:0048813;GO:0005829;GO:0003779;GO:0071800;GO:0030425;GO:0016601;GO:0048365;GO:0030676;GO:0010923;GO:0031532;GO:0016322;GO:0031234;GO:0007416
isogroup6874	GO:0051241;GO:0010959;GO:0043005;GO:1901700;GO:0004930;GO:1903522;GO:0043231;GO:0036477;GO:0044459;GO:0003008;GO:0080090;GO:0048545;GO:0050790;GO:0005515;GO:0051240;GO:0048523;GO:0048583;GO:0007186;GO:0065008;GO:0045937;GO:0006950;GO:0048731
isogroup15409	GO:0030424;GO:0007173;GO:0006915;GO:0007190;GO:0038095;GO:0019901;GO:0043539;GO:0016028;GO:0034704;GO:0035307;GO:0005876;GO:0072686;GO:0090307;GO:0005929;GO:0030426;GO:0072499;GO:0051489;GO:1901844;GO:0009792;GO:0000331;GO:0030496;GO:0071902;GO:0004689;GO:0051296;GO:0031489;GO:0030235;GO:0045087;GO:0005954;GO:0043647;GO:0016061;GO:0000922;GO:0051533;GO:0032516;GO:0051000;GO:0002576;GO:0051412;GO:0005875;GO:0072542;GO:0031954;GO:0005980;GO:0010881;GO:0031996;GO:0005516;GO:0005246;GO:0007616;GO:0031997;GO:0050998;GO:0048306;GO:0007528;GO:0042052;GO:0010801;GO:0005509;GO:0005814;GO:0000086;GO:0031432;GO:0048011;GO:2001020;GO:0005654;GO:0031475;GO:0007605;GO:0061024;GO:0031800;GO:0008049;GO:0043548;GO:0030017;GO:0030048;GO:0060315;GO:0030168;GO:0006468;GO:1901841;GO:0010800;GO:0001975;GO:0070855;GO:0006006;GO:0007202;GO:0005829;GO:0019904;GO:0016060;GO:0031965;GO:0051383;GO:0070062;GO:0032465;GO:0005513;GO:0008179;GO:0048786;GO:0021762;GO:0016477;GO:0002027;GO:0005524;GO:0043277;GO:0046716;GO:0043274;GO:0008582;GO:0006898;GO:0045211;GO:0043388;GO:0007099;GO:0044325;GO:0006936;GO:0042981;GO:0031476;GO:0046331;GO:0008543;GO:0060316;GO:0030425;GO:0046209;GO:0051343;GO:1901339;GO:0016062;GO:0060278
isogroup18633	GO:0005525;GO:0070062;GO:0006915;GO:0005802;GO:0007411;GO:0008103;GO:0008406;GO:0032781;GO:0000042;GO:0051117;GO:0006887;GO:0050832;GO:0034498;GO:0005829;GO:0045467;GO:0032482;GO:0016477;GO:0000139;GO:0016023;GO:0019882;GO:0019904;GO:0072385;GO:0045451;GO:0001671;GO:0018125;GO:0045202;GO:0006890;GO:0003924;GO:0007293;GO:0006184;GO:0060078;GO:0043025;GO:0031985
isogroup11129	GO:0000122;GO:0032508;GO:0016020;GO:0006366;GO:0030426;GO:0006412;GO:0006310;GO:0043621;GO:0043141;GO:0032575;GO:0003697;GO:0043022;GO:0032797;GO:0043025;GO:0030424;GO:0001078;GO:0000049;GO:0048471;GO:0051260;GO:0006200;GO:0008134;GO:0005634;GO:0005524;GO:0021522;GO:0030529;GO:0006260;GO:0006281
isogroup13531	GO:0005829;GO:0097038;GO:0016021;GO:0019898;GO:0005544;GO:0045202;GO:0060627;GO:0030276;GO:0005768;GO:0031410;GO:0048306;GO:0046982;GO:0019905;GO:0042803;GO:0060478;GO:0005886
isogroup8289	GO:0032006;GO:0019005;GO:0045087;GO:0016567;GO:0005515;GO:0031146;GO:0005737;GO:0045444
isogroup4685	GO:0000209;GO:0016881;GO:0046755;GO:0004842;GO:0051865;GO:0005515;GO:0045806;GO:0048666;GO:0070086;GO:0030163;GO:0005737;GO:0016020
isogroup18293	GO:0042384;GO:0002064;GO:0060438;GO:0021591;GO:0003341
isogroup16066	GO:0031625;GO:0005881;GO:0022008;GO:0035293;GO:0006614;GO:0006987;GO:0006412;GO:0005768;GO:0005789
isogroup10117	GO:0016618;GO:0005829;GO:0051287;GO:0055114;GO:0046487;GO:0043648;GO:0051259;GO:0070062;GO:0030267;GO:0008465;GO:0004617;GO:0034641;GO:0007588;GO:0031406;GO:0070402;GO:0042803;GO:0005782
isogroup4186	GO:0007420;GO:0003208;GO:0008544;GO:0030334;GO:0035239;GO:0014031;GO:0051240;GO:0051128;GO:0035282;GO:0042659;GO:0007476;GO:0042386;GO:0044260;GO:0009892;GO:0006950;GO:0030707;GO:2000027;GO:0048663;GO:0001751;GO:0043231;GO:0009605;GO:0001822;GO:0040007;GO:0048542;GO:0016477;GO:0012505;GO:0014013;GO:0045893;GO:0003677;GO:0048598;GO:0007517;GO:0008283;GO:0006357;GO:0007219;GO:0009967;GO:0007611;GO:0048738;GO:0060976;GO:0009952;GO:0005515;GO:0043009;GO:0002009;GO:0044459;GO:0010467;GO:0010001;GO:0006139;GO:0003179;GO:0007447;GO:0044444;GO:0048514;GO:0001709;GO:0030097;GO:0042221;GO:0048568;GO:0008284;GO:0007293;GO:0065008;GO:0043234;GO:0007409;GO:0010720;GO:0050768;GO:0048608;GO:0048585
isogroup1522	GO:0005385;GO:0006829;GO:0009506;GO:0015691;GO:0055069;GO:0032025;GO:0005515;GO:0010043;GO:0015086;GO:0046686;GO:0005886
isogroup7749	GO:0070979;GO:0051436;GO:0010087;GO:0044710;GO:0007067;GO:0007094;GO:0032875;GO:0000087;GO:0005829;GO:0005654;GO:0031145;GO:0009653;GO:0022008;GO:0016458;GO:0005876;GO:0016569;GO:0043414;GO:0000003;GO:0005515;GO:0090302;GO:0005680;GO:0006260;GO:0051437;GO:0006310;GO:0008283;GO:0033554;GO:0000090;GO:0045842;GO:0005813;GO:0006355;GO:0040029
isogroup15178	GO:0043005;GO:0010243;GO:0004930;GO:0019222;GO:0023051;GO:0003008;GO:0005886;GO:0048518;GO:0010646;GO:0048523;GO:0044424;GO:0044702;GO:0048583;GO:0007186;GO:0065008;GO:0048731
isogroup1673	GO:0005515
isogroup15080	GO:0003729;GO:0005739;GO:0005730;GO:0046872;GO:0002181;GO:0019221;GO:0003677;GO:0005515;GO:0042788
isogroup6169	GO:0070062;GO:0006805;GO:0016021;GO:0031226;GO:0070374;GO:0005783;GO:0019344;GO:0002682;GO:0003840;GO:0031638;GO:0005615;GO:0007283;GO:0035050;GO:0022008;GO:0007568;GO:0006536;GO:0050727;GO:0048471;GO:0016756;GO:0006750;GO:0031179;GO:0005515;GO:0032355;GO:0004659;GO:0005773;GO:0006751;GO:0046579;GO:0034612;GO:0034599;GO:0019370;GO:0032496;GO:0036374
isogroup21133	GO:0006385;GO:0006367;GO:0006370;GO:0032481;GO:0008270;GO:0001055;GO:0000419;GO:0003968;GO:0005666;GO:0001056;GO:0006283;GO:0006386;GO:0005829;GO:0042797;GO:0009792;GO:0000418;GO:0005665;GO:0003677;GO:0050434;GO:0016032;GO:0000398;GO:0006368;GO:0045087;GO:0042254;GO:0006356;GO:0005736;GO:0001054;GO:0006360
isogroup6826	GO:1901654;GO:0002028;GO:0030278;GO:0048871;GO:0007268;GO:0032102;GO:0043085;GO:0001993;GO:0055037;GO:0005102;GO:0044463;GO:0051094;GO:0001889;GO:0072372;GO:0006940;GO:0001666;GO:1901621;GO:0048545;GO:0040008;GO:1903035;GO:0042312;GO:0004935;GO:0007186;GO:0045823;GO:0030425;GO:1901338;GO:0043270;GO:0019899;GO:0010604;GO:0097305;GO:0098590;GO:0030819
isogroup9180	GO:0044456;GO:0035094;GO:0005515;GO:0006937;GO:0036477;GO:0006461;GO:0005230;GO:0007610;GO:0051899;GO:0006812;GO:0007165;GO:0048522;GO:0007268;GO:0016021;GO:0034220;GO:0014059;GO:0007399;GO:0044459
isogroup10780	GO:0005515;GO:0051289;GO:0006111;GO:0006555;GO:0005977;GO:0017174;GO:0005829;GO:0006730;GO:0016594;GO:0006544;GO:0046498;GO:0046655;GO:0005542;GO:0070328;GO:0033353;GO:0005634;GO:0009267;GO:1901054
isogroup10664	GO:0005739;GO:0016311;GO:0006213;GO:0008253;GO:0046085;GO:0016740;GO:0005515;GO:0005783
isogroup948	GO:0008240;GO:0042277;GO:0002474;GO:0005739;GO:0004175;GO:0000209;GO:0051260;GO:0006508;GO:0005774;GO:0065007;GO:0009507;GO:0022626
isogroup3174	GO:0016020;GO:0051298;GO:0071987;GO:0016607;GO:0006351;GO:0044822;GO:0071011;GO:0050832;GO:0051301;GO:0042742;GO:0009507;GO:0018996;GO:0005730;GO:0009870;GO:0006355;GO:0071013;GO:0009792;GO:0010204;GO:0003677;GO:0002119;GO:0000974;GO:0007281;GO:0003682;GO:0044550;GO:0000398;GO:0000086
isogroup7010	GO:0051896;GO:0006635;GO:0009749;GO:0043491;GO:0032868;GO:0006974;GO:0008285;GO:0007050;GO:2000479;GO:0006914;GO:0007368;GO:0070328;GO:0032042;GO:0005634;GO:0090526;GO:0046323;GO:0005739
isogroup8237	GO:0005654;GO:0046331;GO:0005515;GO:0007076;GO:0000724;GO:0015979;GO:0006283;GO:0006297;GO:0016851;GO:0015995;GO:0016321;GO:0000077;GO:0000722;GO:0003677;GO:0005875;GO:0005663;GO:0000076;GO:0022008;GO:0000084;GO:0032201;GO:0004003;GO:0005524;GO:0006271
isogroup2927	GO:0005737;GO:0005730;GO:0008239;GO:0070062;GO:0005886;GO:0005515;GO:0006508;GO:0008270
isogroup12391	GO:0006930;GO:0005525;GO:0042052;GO:0004088;GO:0005771;GO:0005791;GO:0046673;GO:0031252;GO:0008594;GO:0016027;GO:0043406;GO:0004151;GO:0022409;GO:0006541;GO:0071632;GO:0046328;GO:0009589;GO:0001963;GO:0031397;GO:0043949;GO:0008544;GO:0009642;GO:0016029;GO:0016023;GO:0016476;GO:0040002;GO:0030265;GO:0005811;GO:0008344;GO:0032486;GO:0042067;GO:0008020;GO:0031624;GO:0042331;GO:0051897;GO:0034333;GO:0007155;GO:0003924;GO:0035099;GO:0043169;GO:0043052;GO:0007391;GO:0004070;GO:0006207;GO:0033235;GO:0016597;GO:0005767;GO:0030718
isogroup16538	GO:0070062;GO:0000790;GO:0005925;GO:0019894;GO:0050998;GO:0006915;GO:0002119;GO:0005865;GO:0043034;GO:0007411;GO:0017022;GO:0014069;GO:0000980;GO:0030240;GO:0070527;GO:0072562;GO:0055008;GO:0071688;GO:0031492;GO:0005829;GO:0001895;GO:0005200;GO:0036464;GO:0006200;GO:0008217;GO:0021762;GO:0000978;GO:0038096;GO:0043044;GO:0045121;GO:0040039;GO:0030863;GO:0030424;GO:0072144;GO:0006898;GO:0045214;GO:0051592;GO:0040007;GO:0007126;GO:0045087;GO:0033275;GO:0048741;GO:0034332;GO:0009792;GO:0042802;GO:0014829;GO:0034329;GO:0031941;GO:0005524;GO:0000281;GO:0070688;GO:0001725;GO:0016887;GO:0051086;GO:0019901;GO:0040035;GO:0030957;GO:0009615;GO:0055003;GO:0060047;GO:0061024;GO:0042643;GO:0043066;GO:0031674;GO:0007108;GO:0035267;GO:0030485
isogroup7017	GO:0044822;GO:0005737;GO:0005730;GO:0001895;GO:0030516;GO:0006364
isogroup7488	GO:0005515;GO:0090502;GO:0005655;GO:0004526
isogroup9940	GO:0043231;GO:0016881;GO:0050794;GO:0043170;GO:0009987;GO:0005488
isogroup22506	GO:0044444;GO:0043229
isogroup20879	GO:0051402;GO:0071456;GO:0043231;GO:0043065;GO:0005737
isogroup14786	GO:0044763;GO:0003676;GO:0044425;GO:0005783
isogroup5032	GO:0032648;GO:0043161;GO:0005730;GO:0070936;GO:0050691;GO:0070735;GO:0070739;GO:0005515;GO:0005737
isogroup5648	GO:0006367;GO:0046966;GO:0016020;GO:0016592;GO:0001104;GO:0030521;GO:0005667;GO:0019827;GO:0003713;GO:0045944;GO:0004872
isogroup3353	GO:0005829;GO:0009506;GO:0015031;GO:0016020;GO:0005794
isogroup1605	GO:0001960;GO:0005515;GO:0010605;GO:0046329;GO:0044424;GO:0006355;GO:0044092;GO:0007165
isogroup16702	GO:0005829;GO:0022008;GO:0010955;GO:0005112;GO:0005802;GO:0045746;GO:0070059
isogroup14043	GO:0044763;GO:0005515;GO:0044707;GO:0043227;GO:0071310;GO:0044425;GO:0050789;GO:0044767;GO:0006950;GO:0005886
isogroup22849	GO:0071927;GO:0016021;GO:0004989;GO:1900101;GO:0001591;GO:0045824;GO:0007212
isogroup9609	GO:0016514;GO:0000790;GO:0006915;GO:0002119;GO:0006281;GO:0000980;GO:0007474;GO:0051091;GO:0035060;GO:0015074;GO:0031492;GO:0046872;GO:0006337;GO:0070983;GO:0018991;GO:0005654;GO:0000978;GO:0043044;GO:0071564;GO:0043923;GO:0002039;GO:0006898;GO:0007517;GO:0044772;GO:0008544;GO:0003713;GO:0045944;GO:0001835;GO:0039692;GO:0071565;GO:0030198;GO:0008587;GO:0008285;GO:0040035;GO:0030957;GO:0070984;GO:0008237;GO:0008586;GO:0005730;GO:0001741
isogroup6405	GO:0045202;GO:0007399;GO:0044425;GO:0005515;GO:0050808;GO:0044708;GO:0005886
isogroup20804	GO:0005488
isogroup4305	GO:0008242;GO:0031965;GO:0070062;GO:0006508;GO:0044822;GO:0050435;GO:0044444;GO:0004252
isogroup3337	GO:0044260;GO:0005654;GO:0005515;GO:0006921;GO:0090304;GO:0005737;GO:0044710;GO:0043234;GO:0048522;GO:0003723
isogroup3547	GO:0042731;GO:0032093;GO:0043621;GO:0005634;GO:0000122
isogroup17625	GO:0003824
isogroup3999	GO:0005515;GO:0016020;GO:0000166;GO:0044822;GO:0005737;GO:0005730;GO:0016604;GO:0008104;GO:0004004;GO:0008152
isogroup8797	GO:0043269;GO:0009628;GO:0007631;GO:0030594;GO:1901700;GO:0042592;GO:0014070;GO:0008528;GO:0031667;GO:0046903;GO:0048513;GO:0043231;GO:0048512;GO:0023051;GO:0003008;GO:0033993;GO:0009725;GO:0010646;GO:0048523;GO:0048583;GO:0048522;GO:0007186;GO:0051239;GO:0044444;GO:0016020;GO:1903530
isogroup8111	GO:0004112;GO:0004620;GO:0005576
isogroup21512	GO:0008154;GO:0019901;GO:0006461;GO:0006955;GO:0044707;GO:0043274;GO:0005737;GO:0042802;GO:0005856;GO:0044765;GO:0070062;GO:0006952;GO:0017124;GO:0002429
isogroup24004	GO:0051593;GO:0060136;GO:0006879;GO:0043190;GO:0071549;GO:0046415;GO:0010039;GO:0006855;GO:0015232;GO:0008559;GO:0015886;GO:0042803;GO:0046618;GO:0005634;GO:0005524;GO:0016324;GO:0005739
isogroup7951	GO:0000022;GO:0005515;GO:0016020;GO:0005840;GO:0040007;GO:0005844;GO:0001677;GO:0044822;GO:0005525;GO:0003743;GO:0043022;GO:0005829;GO:0046777;GO:0043614;GO:0010494;GO:0009792;GO:0001731;GO:0006987;GO:0002119;GO:0070062;GO:0005850;GO:0005875;GO:0043558;GO:0000049;GO:0005634;GO:0033290;GO:0005851
isogroup15636	GO:0055114;GO:0005739;GO:0001885;GO:0030173;GO:0004517;GO:0072358;GO:0071498;GO:0006744;GO:0009234;GO:0042371;GO:0005515;GO:0016209;GO:0004659;GO:0005783;GO:0005634
isogroup5446	GO:0031410;GO:0031531;GO:0070062;GO:0051436;GO:0031595;GO:0008540;GO:0006915;GO:0002119;GO:0002479;GO:0000082;GO:0000087;GO:0072562;GO:0045892;GO:0006977;GO:0003712;GO:0006200;GO:0031597;GO:0005675;GO:0022008;GO:0008340;GO:0017025;GO:0004175;GO:0005886;GO:0007091;GO:0016032;GO:0006521;GO:0009792;GO:0000003;GO:0000084;GO:0005875;GO:0005524;GO:0051437;GO:0016887;GO:0045893;GO:0006366;GO:0040035;GO:0016234;GO:0090261;GO:0016071;GO:0040011;GO:0000090;GO:0043066;GO:0000209
isogroup23952	GO:0004658;GO:0015936;GO:0005829;GO:0007563;GO:0006550;GO:0009087;GO:0009062;GO:0006552;GO:0005524;GO:0016740;GO:0005515;GO:0006567;GO:0006574;GO:0005759;GO:0004485;GO:0006768
isogroup4311	GO:0006461;GO:1902531;GO:0051716;GO:0003824;GO:0009967;GO:0042981;GO:0005515;GO:0043068;GO:0044267;GO:0042327;GO:0012501
isogroup5730	GO:0018279;GO:0000139;GO:0043687;GO:0015926;GO:0004559
isogroup18916	GO:0000979;GO:0030220;GO:0030878;GO:0000790;GO:0035855;GO:0060018;GO:0043249;GO:0060216;GO:0045799;GO:0000980;GO:0000118;GO:0048823;GO:0045603;GO:0048368;GO:0051781;GO:0021527;GO:0001085;GO:0035050;GO:2000036;GO:0033193;GO:0045944;GO:0042127;GO:0060218;GO:0007626;GO:0048844;GO:0005667;GO:0060375;GO:0060217;GO:0003007;GO:0000122;GO:0030221;GO:0003682;GO:0030183;GO:0060214;GO:0031334;GO:0001570;GO:0045931;GO:0046982;GO:0006366;GO:0001525;GO:0045648;GO:0000981;GO:0001955;GO:0070888;GO:0042826
isogroup23897	GO:0005829;GO:0003746;GO:0005853;GO:0004871;GO:0005730;GO:0043123;GO:0006414;GO:0006355;GO:0003677;GO:0005515;GO:0007165;GO:0006351
isogroup8263	GO:0005515;GO:0007163;GO:0051641;GO:1902578;GO:0007309;GO:0006897;GO:0005768;GO:1902589
isogroup23247	GO:0005829;GO:0071704;GO:0044238;GO:0005730;GO:0045944;GO:0070062;GO:0005515;GO:0016787;GO:0016020
isogroup22487	GO:0008152;GO:0016491
isogroup18993	GO:0016070
isogroup6956	GO:0007411;GO:0043005;GO:0008038;GO:0007507;GO:0005576;GO:0007420;GO:0009887;GO:0050794;GO:0005488
isogroup21630	GO:0031362;GO:0018344;GO:0032496;GO:0005887;GO:0060427;GO:0005515;GO:0008270;GO:0031638;GO:0008144;GO:0004662;GO:0003840;GO:0007283;GO:0019840;GO:0007568;GO:0005615;GO:0032355;GO:0006751;GO:0005953;GO:1901687;GO:0071260;GO:0008284;GO:0034612;GO:0006805;GO:0042277;GO:0070062;GO:0051771;GO:0019344;GO:0019369;GO:0031179;GO:0006536;GO:0019370;GO:0006508;GO:0050727;GO:0006750;GO:0002682;GO:0036374;GO:0034599;GO:0045787
isogroup23387	GO:0005858;GO:0007605;GO:0001539;GO:0005874;GO:0003777;GO:2001019;GO:0042623;GO:0006200;GO:0007018;GO:0005524
isogroup5282	GO:0005515;GO:0016020;GO:0005634
isogroup12237	GO:0032305;GO:0019373;GO:0055078;GO:0042361;GO:0036101;GO:0005789;GO:0050051;GO:0008392;GO:0003091;GO:0042376;GO:0003095;GO:0042377;GO:0006805;GO:0097267;GO:0070062;GO:0055114;GO:0006950;GO:0018685;GO:0005488;GO:0016324
isogroup606	GO:0043044;GO:0007338;GO:0007010;GO:0001842;GO:0005515;GO:0008355;GO:0005719;GO:0007616;GO:0016192;GO:0006309;GO:0060122;GO:0001843;GO:0090537;GO:0090102;GO:0000910
isogroup23688	GO:0005615;GO:0021799;GO:0007389;GO:0046658;GO:0001764;GO:0021527
isogroup15385	GO:0008227;GO:0050896;GO:0044707;GO:0009987
isogroup19706	GO:0010467;GO:0051436;GO:0008540;GO:0006915;GO:0002479;GO:0045737;GO:0000082;GO:0043409;GO:0000087;GO:0090201;GO:0045111;GO:0032088;GO:0006977;GO:0005829;GO:0005654;GO:0008134;GO:0031145;GO:0043518;GO:0044281;GO:0016032;GO:0006521;GO:0030307;GO:0000084;GO:0000122;GO:0051437;GO:0070682;GO:0055088;GO:0016071;GO:0032436;GO:0007253;GO:0000090;GO:0000209
isogroup2196	GO:0003743;GO:0006413;GO:0016281;GO:0007498;GO:0044763;GO:0044822;GO:0005515;GO:0006446;GO:0016020
isogroup4580	GO:0009615;GO:0006898;GO:0044297;GO:0040011;GO:0005832;GO:0006915;GO:0005730;GO:0005874;GO:0009792;GO:0007339;GO:0005813;GO:0051082;GO:0002119;GO:0070062;GO:1901998;GO:0090307;GO:0005875;GO:0009506;GO:0042623;GO:0022008;GO:0005886;GO:0051084;GO:0031681;GO:0006364;GO:0005524;GO:0040035;GO:0002199
isogroup6098	GO:0032321;GO:0005829;GO:0005100;GO:0005070;GO:0070062;GO:0070374;GO:0030036;GO:0030335;GO:0007266
isogroup6089	GO:0016020;GO:0016023;GO:0065008;GO:0006584;GO:0043167;GO:0007610;GO:0010243;GO:0004497;GO:0014070;GO:0010038;GO:0030424;GO:0050877;GO:0097305;GO:0006950;GO:0012505;GO:1990267
isogroup4171	GO:0044446;GO:0042803;GO:0034437;GO:0033344;GO:0005887;GO:0010875;GO:0005783;GO:0042157;GO:0043691;GO:0055037;GO:0005543;GO:0005548;GO:0045542;GO:0010872;GO:0006200;GO:0032367;GO:0008203;GO:0034375;GO:0009720;GO:0042632;GO:0015485;GO:0033993;GO:0034041;GO:0098588;GO:0019534;GO:0005794;GO:0005739;GO:0009897;GO:0005524;GO:0046982;GO:0010887;GO:0055091;GO:0034436;GO:0055099;GO:1901998;GO:0017127;GO:0043531;GO:0002040;GO:0034374;GO:0006355;GO:0042987;GO:0033700;GO:0010745;GO:0055085
isogroup18751	GO:0009792;GO:0046872;GO:0042127;GO:0003676;GO:0005515;GO:0007281;GO:0040020;GO:0019915;GO:0005634
isogroup13356	GO:0044464;GO:0016020;GO:0022008
isogroup17342	GO:0005887;GO:0005515;GO:0045815;GO:0071470;GO:0071446;GO:0005794;GO:0004180;GO:0010150;GO:0071215;GO:0008515;GO:0015770
isogroup1970	GO:0031410;GO:0006915;GO:0005887;GO:0008022;GO:0030322;GO:0008610;GO:0043234;GO:0007629;GO:0071688;GO:0040024;GO:0007596;GO:0006937;GO:0006200;GO:1901896;GO:0031095;GO:0048863;GO:0006874;GO:0002026;GO:0030968;GO:0006898;GO:0008340;GO:0008544;GO:0086036;GO:0007274;GO:0010460;GO:0070296;GO:0031234;GO:0070509;GO:0042594;GO:0005811;GO:0048471;GO:0009792;GO:0045822;GO:0086039;GO:0005524;GO:0036335;GO:0018996;GO:0007155;GO:0055119;GO:0031965;GO:0043434;GO:0010884;GO:0005509;GO:0030104;GO:0060047;GO:0042493;GO:0070588;GO:0019899;GO:0006635;GO:0031490;GO:0048477;GO:0031775;GO:0033017;GO:0044548;GO:0051282;GO:0012506
isogroup14953	GO:0005764;GO:0004560;GO:0070062;GO:0005615;GO:2000535;GO:0009617;GO:0016139;GO:0006004;GO:0030246
isogroup21488	GO:0044456;GO:0051378;GO:0004993;GO:0005887;GO:0004989;GO:0045886;GO:0007193;GO:0010579;GO:0051482;GO:0007210;GO:0004952;GO:0007191;GO:0004969
isogroup1151	GO:0009620;GO:0005515;GO:0098542;GO:0038023;GO:0002227;GO:0007389;GO:0048935;GO:0044425;GO:0007165;GO:0060049;GO:0002807;GO:0031347;GO:0005886
isogroup12667	GO:0016021;GO:0018991;GO:0030137;GO:0005537;GO:0005515;GO:0006888;GO:0048471;GO:0009792;GO:0005789;GO:0048881;GO:0015031;GO:0044421
isogroup917	GO:0044763;GO:0071702;GO:0044765;GO:0016020;GO:0005634
isogroup21271	GO:0043240;GO:0070182;GO:0006281;GO:0031398;GO:0016020
isogroup20954	GO:0008090;GO:0005858;GO:0016020;GO:0016319;GO:0007179;GO:0035046;GO:0048813;GO:0007632;GO:0003777;GO:0031514;GO:0009792;GO:0005694;GO:0042802;GO:0005813;GO:0070062;GO:0048471;GO:0042623;GO:0005876;GO:0008152;GO:0005938;GO:0045505
isogroup7845	GO:0000278;GO:0005654;GO:0005515;GO:0003887;GO:0016458;GO:0016570;GO:0006283;GO:0006297;GO:0005730;GO:0043414;GO:0000722;GO:0006284;GO:0032201;GO:0000084;GO:0040029;GO:0043625;GO:0006271
